participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.age,player.gender,player.profession,player.difficult,player.performed_well,player.interesting,player.feel_time_pressure,player.need_work_fast,player.feel_hurried_rushed,player.total_task_time,player.relevant_marks,player.marked_as_relevant,player.queries_issued,player.documents_viewed,player.serps_viewed,player.document_view_time,player.serp_view_time,player.hover_depth,player.current_hover_depth,player.topicname,player.topicdes,player.topicnar,player.treatment,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
208,cqvyd0ir,,0,0,3,,,,,,0,,,0,208,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
209,r70mcav5,,0,0,3,,,,,,0,,,0,209,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
210,sse0x5fs,,0,0,3,,,,,,0,,,0,210,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
211,o9cdja76,,0,0,3,,,,,,0,,,0,211,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
212,4wmo49ni,,0,0,3,,,,,,0,,,0,212,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
213,16gw3r80,,0,0,3,,,,,,0,,,0,213,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
214,4e1sfznt,,0,0,3,,,,,,0,,,0,214,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
215,kmubovll,,0,0,3,,,,,,0,,,0,215,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
216,dgm4n01c,,0,0,3,,,,,,0,,,0,216,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
217,ukyg8xrq,,0,0,3,,,,,,0,,,0,217,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
218,wsxernwe,,0,0,3,,,,,,0,,,0,218,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
219,42ea80ky,,0,0,3,,,,,,0,,,0,219,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
220,3hc2ojmy,,0,0,3,,,,,,0,,,0,220,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
221,5vx7bkpv,,0,0,3,,,,,,0,,,0,221,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
222,nub2jg3t,,0,0,3,,,,,,0,,,0,222,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
223,0rwiuf5q,,0,0,3,,,,,,0,,,0,223,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
224,efod5k4q,,0,0,3,,,,,,0,,,0,224,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
225,5qfslnx0,,0,0,3,,,,,,0,,,0,225,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
226,edz4vjzu,,0,0,3,,,,,,0,,,0,226,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
227,rt0ld768,,0,0,3,,,,,,0,,,0,227,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
228,k4oi433p,,0,0,3,,,,,,0,,,0,228,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
229,qbgvpjkj,,0,0,3,,,,,,0,,,0,229,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
230,7cblf3s0,,0,0,3,,,,,,0,,,0,230,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
231,fe0uc7vg,,0,0,3,,,,,,0,,,0,231,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
232,fuzooxy3,,0,0,3,,,,,,0,,,0,232,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
233,83bcft36,,0,0,3,,,,,,0,,,0,233,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
234,qtdrihdf,,0,0,3,,,,,,0,,,0,234,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
235,bok11gah,,0,0,3,,,,,,0,,,0,235,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
236,0ggpc772,,0,0,3,,,,,,0,,,0,236,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
237,2drsb9xu,,0,0,3,,,,,,0,,,0,237,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
238,fvov4vvx,,0,0,3,,,,,,0,,,0,238,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
239,pphej7ff,,0,0,3,,,,,,0,,,0,239,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
240,p8w7vcnn,,0,0,3,,,,,,0,,,0,240,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
241,rwc0imf0,,0,0,3,,,,,,0,,,0,241,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
242,1j69f21d,,0,0,3,,,,,,0,,,0,242,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
243,maaz7ld4,,0,0,3,,,,,,0,,,0,243,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
244,ib6rv1xw,,0,0,3,,,,,,0,,,0,244,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
245,qe74efn4,,0,0,3,,,,,,0,,,0,245,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
246,sde47ogz,,0,0,3,,,,,,0,,,0,246,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
247,2mrmrrpw,,0,0,3,,,,,,0,,,0,247,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
248,qam54nlx,,0,0,3,,,,,,0,,,0,248,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
249,y77mcu5j,,0,0,3,,,,,,0,,,0,249,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
250,ckdno55q,,0,0,3,,,,,,0,,,0,250,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
251,20kl0tz3,,0,0,3,,,,,,0,,,0,251,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
252,a3u85e7a,,0,0,3,,,,,,0,,,0,252,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
253,eqrnmsil,,0,0,3,,,,,,0,,,0,253,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
254,87b937ub,,0,0,3,,,,,,0,,,0,254,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
255,zt6fog9q,,0,0,3,,,,,,0,,,0,255,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
256,trt8f8lt,,0,0,3,,,,,,0,,,0,256,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
257,cd5s8yqm,,0,0,3,,,,,,0,,,0,257,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
258,84ranwwt,,0,0,3,,,,,,0,,,0,258,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
259,ra22wjcc,,0,0,3,,,,,,0,,,0,259,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
260,k5auqdwd,,0,0,3,,,,,,0,,,0,260,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
261,u0q7tzb7,,0,0,3,,,,,,0,,,0,261,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
262,8b6s42o1,,0,0,3,,,,,,0,,,0,262,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
263,e9zpcr3f,,0,0,3,,,,,,0,,,0,263,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
264,9al0j6rx,,0,0,3,,,,,,0,,,0,264,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
265,crs3mbkn,,0,0,3,,,,,,0,,,0,265,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
266,ej00nbhy,,0,0,3,,,,,,0,,,0,266,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
267,8ttn43g6,,0,0,3,,,,,,0,,,0,267,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
268,7q5jl3i6,,0,0,3,,,,,,0,,,0,268,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
269,g4klw03k,,0,0,3,,,,,,0,,,0,269,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
270,87fdgl1t,,0,0,3,,,,,,0,,,0,270,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
271,6w7i4auw,,0,0,3,,,,,,0,,,0,271,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
272,xku0m686,,0,0,3,,,,,,0,,,0,272,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
273,8fazk0kk,,0,0,3,,,,,,0,,,0,273,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
274,1e942708,,0,0,3,,,,,,0,,,0,274,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
275,l9pmbbhj,,0,0,3,,,,,,0,,,0,275,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
276,7ushv8xk,,0,0,3,,,,,,0,,,0,276,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
